,ICD9,counts,frequency,description
2130,972.6,29,0.0005500132761825286,Poisoning by other antihypertensive agents
2131,808.43,29,0.0005500132761825286,Multiple closed pelvic fractures with disruption of pelvic circle
2132,52.93,29,0.0005500132761825286,Endoscopic insertion of stent (tube) into pancreatic duct
2133,626.2,29,0.0005500132761825286,Excessive or frequent menstruation
2134,425.7,29,0.0005500132761825286,Nutritional and metabolic cardiomyopathy
2135,862.0,29,0.0005500132761825286,Injury to diaphragm without mention of open wound into cavity
2136,482.84,29,0.0005500132761825286,Legionnaires&apos; disease
2137,811.09,29,0.0005500132761825286,Closed fracture of other part of scapula
2138,228.09,28,0.0005310473011417517,Hemangioma of other sites
2139,776.4,28,0.0005310473011417517,Polycythemia neonatorum
2140,228.01,28,0.0005310473011417517,Hemangioma of skin and subcutaneous tissue
2141,255.9,28,0.0005310473011417517,Unspecified disorder of adrenal glands
2142,611.72,28,0.0005310473011417517,Lump or mass in breast
2143,438.0,28,0.0005310473011417517,Cognitive deficits as late effect of cerebrovascular disease
2144,823.82,28,0.0005310473011417517,Closed fracture of unspecified part of fibula with tibia
2145,50.0,28,0.0005310473011417517,Hepatotomy
2146,593.3,28,0.0005310473011417517,Stricture or kinking of ureter
2147,289.0,28,0.0005310473011417517,"Polycythemia, secondary"
2148,51.10,28,0.0005310473011417517,Endoscopic retrograde cholangiopancreatography [ERCP]
2149,18.4,28,0.0005310473011417517,Suture of laceration of external ear
2150,810.03,28,0.0005310473011417517,Closed fracture of acromial end of clavicle
2151,81.01,28,0.0005310473011417517,Atlas-axis spinal fusion
2152,787.03,28,0.0005310473011417517,Vomiting alone
2153,996.65,28,0.0005310473011417517,"Infection and inflammatory reaction due to other genitourinary device, implant, and graft"
2154,806.4,28,0.0005310473011417517,Closed fracture of lumbar spine with spinal cord injury
2155,410.42,28,0.0005310473011417517,"Acute myocardial infarction, of other inferior wall, subsequent episode of care"
2156,435.8,28,0.0005310473011417517,Other specified transient cerebral ischemias
2157,873.20,28,0.0005310473011417517,"Open wound of nose, unspecified site, uncomplicated"
2158,864.15,28,0.0005310473011417517,Unspecified laceration of liver with open wound into cavity
2159,E884.6,28,0.0005310473011417517,Fall from commode
2160,512.0,28,0.0005310473011417517,Spontaneous tension pneumothorax
2161,15.0,28,0.0005310473011417517,Diagnostic procedures on extraocular muscles or tendons
2162,283.19,28,0.0005310473011417517,Other non-autoimmune hemolytic anemias
2163,84.01,28,0.0005310473011417517,Amputation and disarticulation of finger
2164,50.29,28,0.0005310473011417517,Other destruction of lesion of liver
2165,410.12,28,0.0005310473011417517,"Acute myocardial infarction, of other anterior wall, subsequent episode of care"
2166,255.5,28,0.0005310473011417517,Other adrenal hypofunction
2167,540.0,28,0.0005310473011417517,Acute appendicitis with generalized peritonitis
2168,46.93,28,0.0005310473011417517,Revision of anastomosis of small intestine
2169,45.02,28,0.0005310473011417517,Other incision of small intestine
2170,305.53,28,0.0005310473011417517,"Opioid abuse, in remission"
2171,273.3,28,0.0005310473011417517,Macroglobulinemia
2172,41.05,28,0.0005310473011417517,Allogeneic hematopoietic stem cell transplant without purging
2173,110.5,28,0.0005310473011417517,Dermatophytosis of the body
2174,43.89,28,0.0005310473011417517,Other partial gastrectomy
2175,74.1,28,0.0005310473011417517,Low cervical cesarean section
2176,759.82,28,0.0005310473011417517,Marfan&apos;s syndrome
2177,581.9,28,0.0005310473011417517,Nephrotic syndrome with unspecified pathological lesion in kidney
2178,459.89,28,0.0005310473011417517,Other specified circulatory system disorders
2179,530.11,28,0.0005310473011417517,Reflux esophagitis
2180,382.9,28,0.0005310473011417517,Unspecified otitis media
2181,806.20,28,0.0005310473011417517,Closed fracture of T(1)-T(6) level with unspecified spinal cord injury
2182,48.69,28,0.0005310473011417517,Other resection of rectum
2183,788.1,28,0.0005310473011417517,Dysuria
2184,864.03,28,0.0005310473011417517,"Laceration of liver, moderate, without mention of open wound into cavity"
2185,296.33,27,0.0005120813261009748,"Major depressive disorder, recurrent episode, severe degree, without mention of psychotic behavior"
2186,608.83,27,0.0005120813261009748,Vascular disorders of male genital organs
2187,511.1,27,0.0005120813261009748,"Pleurisy with effusion, with mention of a bacterial cause other than tuberculosis"
2188,426.89,27,0.0005120813261009748,Other specified conduction disorders
2189,72.2,27,0.0005120813261009748,Mid forceps operation
2190,741.90,27,0.0005120813261009748,"Spina bifida, without mention of hydrocephalus, unspecified region"
2191,996.4,27,0.0005120813261009748,"Mechanical complication of internal orthopedic device, implant, and graft"
2192,747.83,27,0.0005120813261009748,Persistent fetal circulation
2193,305.70,27,0.0005120813261009748,"Amphetamine or related acting sympathomimetic abuse, unspecified use"
2194,536.41,27,0.0005120813261009748,Infection of gastrostomy
2195,047.9,27,0.0005120813261009748,Unspecified viral meningitis
2196,33.0,27,0.0005120813261009748,Incision of bronchus
2197,345.91,27,0.0005120813261009748,"Epilepsy, unspecified, with intractable epilepsy"
2198,V03.82,27,0.0005120813261009748,Need for prophylactic vaccination against Streptococcus pneumoniae [pneumococcus]
2199,99.52,27,0.0005120813261009748,Prophylactic vaccination against influenza
2200,37.75,27,0.0005120813261009748,Revision of pacemaker lead [electrode]
2201,99.09,27,0.0005120813261009748,Transfusion of other substance
2202,054.79,27,0.0005120813261009748,Herpes simplex with other specified complications
2203,707.11,27,0.0005120813261009748,Ulcer of thigh
2204,997.01,27,0.0005120813261009748,Central nervous system complication
2205,51.03,27,0.0005120813261009748,Other cholecystostomy
2206,722.91,27,0.0005120813261009748,Other and unspecified disc disorder of cervical region
2207,965.1,27,0.0005120813261009748,Poisoning by salicylates
2208,891.1,27,0.0005120813261009748,"Open wound of knee, leg [except thigh], and ankle, complicated"
2209,345.70,27,0.0005120813261009748,"Epilepsia partialis continua, without mention of intractable epilepsy"
2210,E939.2,27,0.0005120813261009748,Butyrophenone-based tranquilizers causing adverse effects in therapeutic use
2211,150.9,27,0.0005120813261009748,"Malignant neoplasm of esophagus, unspecified"
2212,438.7,27,0.0005120813261009748,Disturbances of vision
2213,695.4,27,0.0005120813261009748,Lupus erythematosus
2214,94.68,27,0.0005120813261009748,Combined alcohol and drug detoxification
2215,42.81,27,0.0005120813261009748,Insertion of permanent tube into esophagus
2216,825.0,27,0.0005120813261009748,"Fracture of calcaneus, closed"
2217,244.8,27,0.0005120813261009748,Other specified acquired hypothyroidism
2218,237.5,27,0.0005120813261009748,Neoplasm of uncertain behavior of brain and spinal cord
2219,151.8,27,0.0005120813261009748,Malignant neoplasm of other specified sites of stomach
2220,816.01,27,0.0005120813261009748,Closed fracture of middle or proximal phalanx or phalanges of hand
2221,320.3,27,0.0005120813261009748,Staphylococcal meningitis
2222,68.39,27,0.0005120813261009748,Other and unspecified subtotal abdominal hysterectomy
2223,V09.81,27,0.0005120813261009748,"Infection with microorganisms resistant to other specified drugs, with resistance to multiple drugs"
2224,38.22,27,0.0005120813261009748,Percutaneous angioscopy
2225,054.10,27,0.0005120813261009748,"Genital herpes, unspecified"
2226,44.67,27,0.0005120813261009748,Laparoscopic procedures for creation of esophagogastric sphincteric competence
2227,20.5,27,0.0005120813261009748,Other excision of middle ear
2228,588.0,27,0.0005120813261009748,Renal osteodystrophy
2229,83.44,27,0.0005120813261009748,Other fasciectomy
2230,300.29,26,0.000493115351060198,Other isolated or specific phobias
2231,447.0,26,0.000493115351060198,"Arteriovenous fistula, acquired"
2232,723.4,26,0.000493115351060198,Brachial neuritis or radiculitis NOS
2233,34.3,26,0.000493115351060198,Excision or destruction of lesion or tissue of mediastinum
2234,78.41,26,0.000493115351060198,"Other repair or plastic operations on scapula, clavicle, and thorax [ribs and sternum]"
2235,864.01,26,0.000493115351060198,Hematoma and contusion of liver without mention of open wound into cavity
2236,959.01,26,0.000493115351060198,"Head injury, unspecified"
2237,99.81,26,0.000493115351060198,Hypothermia (central) (local)
2238,E968.2,26,0.000493115351060198,Assault by striking by blunt or thrown object
2239,273.2,26,0.000493115351060198,Other paraproteinemias
2240,041.00,26,0.000493115351060198,Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site
2241,395.0,26,0.000493115351060198,Rheumatic aortic stenosis
2242,922.1,26,0.000493115351060198,Contusion of chest wall
2243,719.47,26,0.000493115351060198,Pain in joint involving ankle and foot
2244,E980.4,26,0.000493115351060198,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted"
2245,E819.2,26,0.000493115351060198,Motor vehicle traffic accident of unspecified nature injuring motorcyclist
2246,447.2,26,0.000493115351060198,Rupture of artery
2247,348.9,26,0.000493115351060198,Unspecified condition of brain
2248,459.9,26,0.000493115351060198,Unspecified circulatory system disorder
2249,802.20,26,0.000493115351060198,"Unspecified site of mandible, closed fracture"
2250,V12.02,26,0.000493115351060198,Personal history of poliomyelitis
2251,764.06,26,0.000493115351060198,"&quot;Light-for-dates&quot; without mention of fetal malnutrition, 1,500- 1,749"
2252,252.1,26,0.000493115351060198,Hypoparathyroidism
2253,80.16,26,0.000493115351060198,Other arthrotomy of knee
2254,156.0,26,0.000493115351060198,Malignant neoplasm of gallbladder
2255,54.51,26,0.000493115351060198,Laparoscopic lysis of peritoneal adhesions
2256,62.0,26,0.000493115351060198,Incision of testis
2257,93.44,26,0.000493115351060198,Other skeletal traction
2258,E901.0,26,0.000493115351060198,Excessive cold due to weather conditions
2259,901.0,26,0.000493115351060198,Injury to thoracic aorta
2260,320.82,26,0.000493115351060198,"Meningitis due to gram-negative bacteria, not elsewhere classified"
2261,038.44,26,0.000493115351060198,Septicemia due to serratia
2262,36.19,26,0.000493115351060198,Other bypass anastomosis for heart revascularization
2263,200.20,26,0.000493115351060198,"Burkitt&apos;s tumor or lymphoma, unspecified site, extranodal and solid organ sites"
2264,V49.62,26,0.000493115351060198,Status post amputation of other finger(s)
2265,304.11,26,0.000493115351060198,"Barbiturate and similarly acting sedative or hypnotic dependence, continuous use"
2266,35.32,26,0.000493115351060198,Operations on chordae tendineae
2267,182.0,26,0.000493115351060198,"Malignant neoplasm of corpus uteri, except isthmus"
2268,596.1,26,0.000493115351060198,Intestinovesical fistula
2269,320.9,26,0.000493115351060198,Meningitis due to unspecified bacterium
2270,722.4,26,0.000493115351060198,Degeneration of cervical intervertebral disc
2271,34.4,26,0.000493115351060198,Excision or destruction of lesion of chest wall
2272,555.1,26,0.000493115351060198,Regional enteritis of large intestine
2273,336.9,26,0.000493115351060198,Unspecified disease of spinal cord
2274,45.72,26,0.000493115351060198,Cecectomy
2275,305.02,26,0.000493115351060198,"Alcohol abuse, episodic drinking behavior"
2276,528.3,26,0.000493115351060198,Cellulitis and abscess of oral soft tissues
2277,305.93,26,0.000493115351060198,"Other, mixed, or unspecified drug abuse, in remission"
2278,32.59,26,0.000493115351060198,Other and unspecified pneumonectomy
2279,91.0,25,0.00047414937601942116,"Microscopic examination of specimen from liver, biliary tract, and pancreas"
2280,92.27,25,0.00047414937601942116,Implantation or insertion of radioactive elements
2281,441.1,25,0.00047414937601942116,"Thoracic aortic aneurysm, ruptured"
2282,778.8,25,0.00047414937601942116,Other specified conditions involving the integument of fetus and newborn
2283,53.9,25,0.00047414937601942116,Other hernia repair
2284,763.0,25,0.00047414937601942116,Breech delivery and extraction affecting fetus or newborn
2285,009.0,25,0.00047414937601942116,"Infectious colitis, enteritis, and gastroenteritis"
2286,88.76,25,0.00047414937601942116,Diagnostic ultrasound of abdomen and retroperitoneum
2287,962.3,25,0.00047414937601942116,Poisoning by insulins and antidiabetic agents
2288,747.10,25,0.00047414937601942116,Coarctation of aorta (preductal) (postductal)
2289,835.00,25,0.00047414937601942116,"Closed dislocation of hip, unspecified site"
2290,582.9,25,0.00047414937601942116,Chronic glomerulonephritis with unspecified pathological lesion in kidney
2291,569.1,25,0.00047414937601942116,Rectal prolapse
2292,372.00,25,0.00047414937601942116,"Acute conjunctivitis, unspecified"
2293,E929.8,25,0.00047414937601942116,Late effects of other accidents
2294,881.01,25,0.00047414937601942116,"Open wound of elbow, without mention of complication"
2295,220,25,0.00047414937601942116,Benign neoplasm of ovary
2296,228.02,25,0.00047414937601942116,Hemangioma of intracranial structures
2297,V09.91,25,0.00047414937601942116,"Infection with drug-resistant microorganisms, unspecified, with multiple drug resistance"
2298,745.2,25,0.00047414937601942116,Tetralogy of Fallot
2299,040.82,25,0.00047414937601942116,Toxic shock syndrome
2300,52.82,25,0.00047414937601942116,Homotransplant of pancreas
2301,569.61,25,0.00047414937601942116,Infection of colostomy or enterostomy
